N,S,D,T,puV2est
17,1,2,16,1.0004150987507556
17,1,2,17,1.0026771175195912
17,1,2,18,1.0028062946273746
17,1,2,19,0.9950913229253818
17,1,2,20,0.9754140697929461
17,1,2,21,0.9757310968965632
17,1,2,22,0.9772623751348981
17,1,2,23,0.983408876422771
17,1,2,24,0.9863712943336062
17,1,3,1,0.9712443411786844
17,1,3,2,0.9707626999032299
17,1,3,3,0.9756084836172304
17,1,3,4,0.9773655023168826
17,1,3,5,0.980317565928789
17,1,3,6,0.9790150513256878
17,1,3,7,0.9867926164751425
17,1,3,8,0.9843343449615516
17,1,3,9,0.9843439007215307
17,1,3,10,0.9834339055737107
17,1,3,11,0.9841194079883262
17,1,3,12,0.9879458896716699
17,1,3,13,0.9863870089353943
17,1,3,14,0.9856981440700112
17,1,3,15,0.9885993282881383
17,1,3,16,0.9854240268454137
17,1,3,17,0.9825714673410937
17,1,3,18,0.9838683338348706
17,1,3,19,0.9770348247441057
17,1,3,20,0.9545462857268642
17,1,3,21,0.9581299150763098
17,1,3,22,0.9639977508502287
17,1,3,23,0.9749699182520377
17,1,3,24,0.9781627227218042
17,2,1,1,0.9822174342348504
17,2,1,2,0.9779024859792717
17,2,1,3,0.9725553199722552
17,2,1,4,0.9671985810972233
17,2,1,5,0.962252466370915
17,2,1,6,0.9431295864465327
17,2,1,7,0.9721133185029297
17,2,1,8,0.9874386647705752
17,2,1,9,0.9929989293640605
17,2,1,10,0.9986735314338745
17,2,1,11,1.000580053201514
17,2,1,12,1.000643258751958
17,2,1,13,1.0005499608760464
17,2,1,14,1.0008069824703425
17,2,1,15,0.9990097716382389
17,2,1,16,0.9972235146343641
17,2,1,17,0.9944087178226444
17,2,1,18,0.9957278368748685
17,2,1,19,0.9855114079773083
17,2,1,20,0.970515920810573
17,2,1,21,0.9697187996709555
17,2,1,22,0.9746667275268406
17,2,1,23,0.980772487357357
17,2,1,24,0.9831819278162551
17,2,2,1,0.9868273021213743
17,2,2,2,0.9865080226293068
17,2,2,3,0.9887715895884021
17,2,2,4,0.989227994737651
17,2,2,5,0.9899425254329363
17,2,2,6,0.9839382454563335
17,2,2,7,0.9948092103232613
17,2,2,8,1.00473886332608
17,2,2,9,1.0028110379055004
17,2,2,10,1.0017252262965763
17,2,2,11,0.9994778675117136
17,2,2,12,0.9977273398155689
17,2,2,13,0.99477498903599
17,2,2,14,0.9923943914464722
17,2,2,15,0.9976602539356485
17,2,2,16,1.0009059054037073
17,2,2,17,1.0030233997423295
17,2,2,18,1.0038397109032131
17,2,2,19,0.9950913229253818
17,2,2,20,0.9754140697929461
17,2,2,21,0.9757310968965632
17,2,2,22,0.9772623751348981
17,2,2,23,0.983408876422771
17,2,2,24,0.9863712943336062
17,2,3,1,0.9712443411786844
17,2,3,2,0.9707626999032299
17,2,3,3,0.9756084836172304
17,2,3,4,0.9773655023168826
17,2,3,5,0.980317565928789
17,2,3,6,0.9704010259338707
17,2,3,7,0.9757788305847668
17,2,3,8,0.9851939432305258
17,2,3,9,0.9852360986721229
17,2,3,10,0.9841986531475099
17,2,3,11,0.9841188466608985
17,2,3,12,0.98794596042384
17,2,3,13,0.986384370074617
17,2,3,14,0.9856964496554382
17,2,3,15,0.9886364022521966
17,2,3,16,0.9859250282212191
17,2,3,17,0.9829257721114628
17,2,3,18,0.9848924060314092
17,2,3,19,0.9770348247441057
17,2,3,20,0.9545462857268642
17,2,3,21,0.9581299150763098
17,2,3,22,0.9639977508502287
17,2,3,23,0.9749699182520377
17,2,3,24,0.9781627227218042
17,3,1,1,0.9822174342348504
17,3,1,2,0.9779024859792717
17,3,1,3,0.9725553199722552
17,3,1,4,0.9671985810972233
17,3,1,5,0.962252466370915
17,3,1,6,0.9431295864465327
17,3,1,7,0.965591306698427
17,3,1,8,0.9895867974407726
17,3,1,9,0.993377825227626
17,3,1,10,0.9977255528288486
17,3,1,11,1.00275251535945
17,3,1,12,1.0022679700686186
17,3,1,13,0.997327762081257
17,3,1,14,1.0040220344946635
17,3,1,15,0.9997988566933758
17,3,1,16,0.998625668123717
17,3,1,17,0.9825161664937164
17,3,1,18,0.989081546824917
17,3,1,19,0.9769940166017532
17,3,1,20,0.970515920810573
17,3,1,21,0.9697187996709555
17,3,1,22,0.9746667275268406
17,3,1,23,0.980772487357357
17,3,1,24,0.9831819278162551
17,3,2,1,0.9868273021213743
17,3,2,2,0.9865080226293068
17,3,2,3,0.9887715895884021
17,3,2,4,0.989227994737651
17,3,2,5,0.9899425254329363
17,3,2,6,0.9839382454563335
17,3,2,7,0.9885276594816694
17,3,2,8,1.0068594087970377
17,3,2,9,1.0031874510687977
17,3,2,10,1.0007953022094807
17,3,2,11,1.0016510714645477
17,3,2,12,0.9993524549560024
17,3,2,13,0.9914978539204874
17,3,2,14,0.995615962086091
17,3,2,15,0.9984482925184931
17,3,2,16,1.002309364569519
17,3,2,17,0.9913275307059655
17,3,2,18,0.9972868863437219
17,3,2,19,0.9867078159374043
17,3,2,20,0.9754140697929461
17,3,2,21,0.9757310968965632
17,3,2,22,0.9772623751348981
17,3,2,23,0.983408876422771
17,3,2,24,0.9863712943336062
17,3,3,1,0.9712443411786844
17,3,3,2,0.9707626999032299
17,3,3,3,0.9756084836172304
17,3,3,4,0.9773655023168826
17,3,3,5,0.980317565928789
17,3,3,6,0.9704010259338707
17,3,3,7,0.9692973404476655
17,3,3,8,0.9873455699132584
17,3,3,9,0.9856167733406532
17,3,3,10,0.9831613870370619
17,3,3,11,0.9862956005245934
17,3,3,12,0.9895700026734565
17,3,3,13,0.9830256037063095
17,3,3,14,0.98892402347455
17,3,3,15,0.9894156692468876
17,3,3,16,0.9873240565079007
17,3,3,17,0.9707621656220934
17,3,3,18,0.9781186025273458
17,3,3,19,0.9683953917996114
17,3,3,20,0.9545462857268642
17,3,3,21,0.9581299150763098
17,3,3,22,0.9639977508502287
17,3,3,23,0.9749699182520377
17,3,3,24,0.9781627227218042
18,1,1,1,0.9991813687212827
18,1,1,2,0.9990436255353004
18,1,1,3,0.9988656833089802
18,1,1,4,0.9986690399105028
18,1,1,5,0.9984791291398182
18,1,1,6,0.9978316341236974
18,1,1,7,0.998800580479845
18,1,1,8,0.9990227848087117
18,1,1,9,0.9993407061996776
18,1,1,10,0.9996757386594054
18,1,1,11,0.9998399852427351
18,1,1,12,0.9998416114876816
18,1,1,13,0.9998158839389913
18,1,1,14,0.9997725484591629
18,1,1,15,0.9997087319678291
18,1,1,16,0.9995706423999692
18,1,1,17,0.9993084840776139
18,1,1,18,0.9993171829173909
18,1,1,19,0.999259036819236
18,1,1,20,0.9988069301973357
18,1,1,21,0.9987604140515797
18,1,1,22,0.9988965907369362
18,1,1,23,0.9990738550864545
18,1,1,24,0.9991580766114531
18,1,2,1,0.9993885979847076
18,1,2,2,0.999411303885569
18,1,2,3,0.9995322049759974
18,1,2,4,0.9995595028349578
18,1,2,5,0.999591494206316
18,1,2,6,0.999575783045462
18,1,2,7,0.9998058280458103
18,1,2,8,0.9998162831650504
18,1,2,9,0.9998145371695374
18,1,2,10,0.9998246863604638
18,1,2,11,0.9997866890490049
18,1,2,12,0.9997015935423158
18,1,2,13,0.9995424519935651
18,1,2,14,0.999389093620826
18,1,2,15,0.9996482341335773
18,1,2,16,0.9997319350156171
18,1,2,17,0.9996833490878311
18,1,2,18,0.9996669960693921
18,1,2,19,0.9996570182863819
18,1,2,20,0.9990034821977098
18,1,2,21,0.9990040360977321
18,1,2,22,0.9990078908282198
18,1,2,23,0.9991975921868116
18,1,2,24,0.9993127693824142
18,1,3,1,0.9986914407147216
18,1,3,2,0.9987406612069052
18,1,3,3,0.99899044175175
18,1,3,4,0.9990778690780272
18,1,3,5,0.9992019458270068
18,1,3,6,0.9989918331737643
18,1,3,7,0.998961924999981
18,1,3,8,0.9989204322986339
18,1,3,9,0.9989677472252086
18,1,3,10,0.9989727109643607
18,1,3,11,0.9990473436812242
18,1,3,12,0.9992335972243346
18,1,3,13,0.999146749770285
18,1,3,14,0.9990850829052131
18,1,3,15,0.9992448513712949
18,1,3,16,0.9990778756281369
18,1,3,17,0.9988118484310076
18,1,3,18,0.998852775447459
18,1,3,19,0.9989093006882119
18,1,3,20,0.998171576830879
18,1,3,21,0.9982944335953058
18,1,3,22,0.9984417991360681
18,1,3,23,0.9988025406930423
18,1,3,24,0.9989154901552405
18,2,1,1,0.9991813687212827
18,2,1,2,0.9990436255353004
18,2,1,3,0.9988656833089802
18,2,1,4,0.9986690399105028
18,2,1,5,0.9984791291398182
18,2,1,6,0.9975309523346322
18,2,1,7,0.9986273565798328
18,2,1,8,0.9990218870522477
18,2,1,9,0.99934060390234
18,2,1,10,0.99967571627129
18,2,1,11,0.9998399865413847
18,2,1,12,0.999841610829656
18,2,1,13,0.9998158870741448
18,2,1,14,0.9997725518738978
18,2,1,15,0.9997290521312172
18,2,1,16,0.9995705988684112
18,2,1,17,0.9993083877583834
18,2,1,18,0.9993782988580119
18,2,1,19,0.999259036819236
18,2,1,20,0.9988069301973357
18,2,1,21,0.9987604140515797
18,2,1,22,0.9988965907369362
18,2,1,23,0.9990738550864545
18,2,1,24,0.9991580766114531
18,2,2,1,0.9993885979847076
18,2,2,2,0.999411303885569
18,2,2,3,0.9995322049759974
18,2,2,4,0.9995595028349578
18,2,2,5,0.999591494206316
18,2,2,6,0.9992877180418364
18,2,2,7,0.9996433918627325
18,2,2,8,0.9998163188449024
18,2,2,9,0.9998145036494875
18,2,2,10,0.9998246424995015
18,2,2,11,0.9997866839831143
18,2,2,12,0.9997015906315203
18,2,2,13,0.9995424330336599
18,2,2,14,0.9993890572312689
18,2,2,15,0.9996685369846008
18,2,2,16,0.9997319066907808
18,2,2,17,0.9996833137938801
18,2,2,18,0.9997288545263131
18,2,2,19,0.9996570182863819
18,2,2,20,0.9990034821977098
18,2,2,21,0.9990040360977321
18,2,2,22,0.9990078908282198
18,2,2,23,0.9991975921868116
18,2,2,24,0.9993127693824142
18,2,3,1,0.9986914407147216
18,2,3,2,0.9987406612069052
18,2,3,3,0.99899044175175
18,2,3,4,0.9990778690780272
18,2,3,5,0.9992019458270068
18,2,3,6,0.9986997117692163
18,2,3,7,0.9987904917245928
18,2,3,8,0.9989194032009525
18,2,3,9,0.998967594409949
18,2,3,10,0.9989728044954312
18,2,3,11,0.9990472740020714
18,2,3,12,0.9992335749966708
18,2,3,13,0.9991466977409661
18,2,3,14,0.9990850125723472
18,2,3,15,0.9992650633810756
18,2,3,16,0.9990778015701102
18,2,3,17,0.9988116710504201
18,2,3,18,0.9989128552682989
18,2,3,19,0.9989093006882119
18,2,3,20,0.998171576830879
18,2,3,21,0.9982944335953058
18,2,3,22,0.9984417991360681
18,2,3,23,0.9988025406930423
18,2,3,24,0.9989154901552405
18,3,1,1,0.9991813687212827
18,3,1,2,0.9990436255353004
18,3,1,3,0.9988656833089802
18,3,1,4,0.9986690399105028
18,3,1,5,0.9984791291398182
18,3,1,6,0.9975309523346322
18,3,1,7,0.998406673716956
18,3,1,8,0.999020697999265
18,3,1,9,0.9993405351892282
18,3,1,10,0.9996595727894871
18,3,1,11,0.9999313154179192
18,3,1,12,0.9999231237548829
18,3,1,13,0.9996942936955668
18,3,1,14,0.999914764414061
18,3,1,15,0.9998187155758681
18,3,1,16,0.9996804302219247
18,3,1,17,0.9990691469641833
18,3,1,18,0.9992927656956333
18,3,1,19,0.9989694861003938
18,3,1,20,0.9988069301973357
18,3,1,21,0.9987604140515797
18,3,1,22,0.9988965907369362
18,3,1,23,0.9990738550864545
18,3,1,24,0.9991580766114531
18,3,2,1,0.9993885979847076
18,3,2,2,0.999411303885569
18,3,2,3,0.9995322049759974
18,3,2,4,0.9995595028349578
18,3,2,5,0.999591494206316
18,3,2,6,0.9992877180418364
18,3,2,7,0.9994279961208797
18,3,2,8,0.9998162623925448
18,3,2,9,0.9998145021466663
18,3,2,10,0.9998095369365337
18,3,2,11,0.9998778713252856
18,3,2,12,0.9997827640312372
18,3,2,13,0.9994182521459065
18,3,2,14,0.9995294821384217
18,3,2,15,0.9997580469018706
18,3,2,16,0.9998421638416223
18,3,2,17,0.9994498792407813
18,3,2,18,0.9996459393038392
18,3,2,19,0.9993701098863227
18,3,2,20,0.9990034821977098
18,3,2,21,0.9990040360977321
18,3,2,22,0.9990078908282198
18,3,2,23,0.9991975921868116
18,3,2,24,0.9993127693824142
18,3,3,1,0.9986914407147216
18,3,3,2,0.9987406612069052
18,3,3,3,0.99899044175175
18,3,3,4,0.9990778690780272
18,3,3,5,0.9992019458270068
18,3,3,6,0.9986997117692163
18,3,3,7,0.998570683289359
18,3,3,8,0.9989180594762982
18,3,3,9,0.9989674700506643
18,3,3,10,0.9989515732309804
18,3,3,11,0.9991362466942487
18,3,3,12,0.9993134964737665
18,3,3,13,0.9990186716055237
18,3,3,14,0.9992240047103422
18,3,3,15,0.9993534635846919
18,3,3,16,0.9991863264628594
18,3,3,17,0.9985644569370368
18,3,3,18,0.9988237572073349
18,3,3,19,0.9986173567230876
18,3,3,20,0.998171576830879
18,3,3,21,0.9982944335953058
18,3,3,22,0.9984417991360681
18,3,3,23,0.9988025406930423
18,3,3,24,0.9989154901552405
19,1,1,1,0.997468914508448
19,1,1,2,0.997121807078287
19,1,1,3,0.9966571776159118
19,1,1,4,0.9961111934212604
19,1,1,5,0.9959026591100741
19,1,1,6,0.9958196448520233
19,1,1,7,0.9971729021418437
19,1,1,8,0.9977710474099469
19,1,1,9,0.9984013962937132
19,1,1,10,0.999077632863676
19,1,1,11,0.9993940604682233
19,1,1,12,0.99938460483317
19,1,1,13,0.9993099776497296
19,1,1,14,0.9991378506095717
19,1,1,15,0.9989084789961709
19,1,1,16,0.9986282567806918
19,1,1,17,0.9978844960598744
19,1,1,18,0.9978486103283148
19,1,1,19,0.9981015300189227
19,1,1,20,0.9968809183037761
19,1,1,21,0.996440180353195
19,1,1,22,0.9966664728292883
19,1,1,23,0.9970318271592606
19,1,1,24,0.9972672310026228
19,1,2,1,0.9980746325251783
19,1,2,2,0.9981776209600252
19,1,2,3,0.9985546667047149
19,1,2,4,0.9986383937897152
19,1,2,5,0.9988365525019242
19,1,2,6,0.9992621954869291
19,1,2,7,0.99913627085288
19,1,2,8,0.9992419849550941
19,1,2,9,0.9992633084419198
19,1,2,10,0.9993400933108588
19,1,2,11,0.99929957962426
19,1,2,12,0.9991325304181544
19,1,2,13,0.9988323106741712
19,1,2,14,0.9984705606509747
19,1,2,15,0.9988016945642393
19,1,2,16,0.9989189078414344
19,1,2,17,0.9986054034264392
19,1,2,18,0.998554331212508
19,1,2,19,0.9990669507298257
19,1,2,20,0.9973821159530813
19,1,2,21,0.9971197966044562
19,1,2,22,0.9969912956461711
19,1,2,23,0.9974116501182975
19,1,2,24,0.9977461294440549
19,1,3,1,0.9960403437213786
19,1,3,2,0.9962540107087396
19,1,3,3,0.9970115786038591
19,1,3,4,0.9972692139590331
19,1,3,5,0.9978058243977692
19,1,3,6,0.9981023648067935
19,1,3,7,0.9974866436282119
19,1,3,8,0.9975822257407291
19,1,3,9,0.9977259927101871
19,1,3,10,0.997844410063785
19,1,3,11,0.9979944089883033
19,1,3,12,0.9982927010608251
19,1,3,13,0.9981434964502751
19,1,3,14,0.9979434261000167
19,1,3,15,0.9980913763005079
19,1,3,16,0.997743423935037
19,1,3,17,0.9969337980258283
19,1,3,18,0.9969156751412415
19,1,3,19,0.9972561431629544
19,1,3,20,0.9952671073779156
19,1,3,21,0.9951441425991594
19,1,3,22,0.9953419507763478
19,1,3,23,0.9961999767229965
19,1,3,24,0.9965170461368413
19,2,1,1,0.997468914508448
19,2,1,2,0.997121807078287
19,2,1,3,0.9966571776159118
19,2,1,4,0.9961111934212604
19,2,1,5,0.9959026591100741
19,2,1,6,0.9951285770934519
19,2,1,7,0.9974850028387401
19,2,1,8,0.9977701485257106
19,2,1,9,0.9984012939000366
19,2,1,10,0.9990776104621468
19,2,1,11,0.9993940617674528
19,2,1,12,0.9993846041748435
19,2,1,13,0.9993099807864713
19,2,1,14,0.9991378540264777
19,2,1,15,0.9991131279956824
19,2,1,16,0.9986282132080107
19,2,1,17,0.99788439960296
19,2,1,18,0.9984718393355839
19,2,1,19,0.9981015300189227
19,2,1,20,0.9968809183037761
19,2,1,21,0.996440180353195
19,2,1,22,0.9966664728292883
19,2,1,23,0.9970318271592606
19,2,1,24,0.9972672310026228
19,2,2,1,0.9980746325251783
19,2,2,2,0.9981776209600252
19,2,2,3,0.9985546667047149
19,2,2,4,0.9986383937897152
19,2,2,5,0.9988365525019242
19,2,2,6,0.9985867258541976
19,2,2,7,0.9994576077924009
19,2,2,8,0.9992420206554685
19,2,2,9,0.9992632749033653
19,2,2,10,0.9993400494286138
19,2,2,11,0.9992995745558986
19,2,2,12,0.9991325275056996
19,2,2,13,0.9988322917007741
19,2,2,14,0.9984705242279072
19,2,2,15,0.9990063554185586
19,2,2,16,0.9989188794935225
19,2,2,17,0.9986053680943487
19,2,2,18,0.9991775454118157
19,2,2,19,0.9990669507298257
19,2,2,20,0.9973821159530813
19,2,2,21,0.9971197966044562
19,2,2,22,0.9969912956461711
19,2,2,23,0.9974116501182975
19,2,2,24,0.9977461294440549
19,2,3,1,0.9960403437213786
19,2,3,2,0.9962540107087396
19,2,3,3,0.9970115786038591
19,2,3,4,0.9972692139590331
19,2,3,5,0.9978058243977692
19,2,3,6,0.9974218477762117
19,2,3,7,0.9978002858289087
19,2,3,8,0.9975811952606372
19,2,3,9,0.9977258397044939
19,2,3,10,0.997844503700729
19,2,3,11,0.9979943392355537
19,2,3,12,0.9982926788121899
19,2,3,13,0.9981434443686034
19,2,3,14,0.9979433556865887
19,2,3,15,0.9982962289856058
19,2,3,16,0.9977433497778194
19,2,3,17,0.9969336203102912
19,2,3,18,0.9975389003858091
19,2,3,19,0.9972561431629544
19,2,3,20,0.9952671073779156
19,2,3,21,0.9951441425991594
19,2,3,22,0.9953419507763478
19,2,3,23,0.9961999767229965
19,2,3,24,0.9965170461368413
19,3,1,1,0.997468914508448
19,3,1,2,0.997121807078287
19,3,1,3,0.9966571776159118
19,3,1,4,0.9961111934212604
19,3,1,5,0.9959026591100741
19,3,1,6,0.9951285770934519
19,3,1,7,0.9969727521363108
19,3,1,8,0.9977689579790451
19,3,1,9,0.9984012251221847
19,3,1,10,0.9997385871794271
19,3,1,11,1.000024923899707
19,3,1,12,0.9999639981181481
19,3,1,13,0.9997686417927355
19,3,1,14,1.0003316793093844
19,3,1,15,0.9997506930484795
19,3,1,16,0.9995630178091641
19,3,1,17,0.9985175576169092
19,3,1,18,0.9989025798835546
19,3,1,19,0.9974233636158581
19,3,1,20,0.9968809183037761
19,3,1,21,0.996440180353195
19,3,1,22,0.9966664728292883
19,3,1,23,0.9970318271592606
19,3,1,24,0.9972672310026228
19,3,2,1,0.9980746325251783
19,3,2,2,0.9981776209600252
19,3,2,3,0.9985546667047149
19,3,2,4,0.9986383937897152
19,3,2,5,0.9988365525019242
19,3,2,6,0.9985867258541976
19,3,2,7,0.998951867044935
19,3,2,8,0.9992419641706415
19,3,2,9,0.9992632733997165
19,3,2,10,1.0000017677867603
19,3,2,11,0.9999303935209208
19,3,2,12,0.9997118352899598
19,3,2,13,0.9992888127466174
19,3,2,14,0.9996637231709954
19,3,2,15,0.9996438786026275
19,3,2,16,0.9998536743059883
19,3,2,17,0.999243293924849
19,3,2,18,0.9996103363375041
19,3,2,19,0.9983923252075659
19,3,2,20,0.9973821159530813
19,3,2,21,0.9971197966044562
19,3,2,22,0.9969912956461711
19,3,2,23,0.9974116501182975
19,3,2,24,0.9977461294440549
19,3,3,1,0.9960403437213786
19,3,3,2,0.9962540107087396
19,3,3,3,0.9970115786038591
19,3,3,4,0.9972692139590331
19,3,3,5,0.9978058243977692
19,3,3,6,0.9974218477762117
19,3,3,7,0.9972890867132794
19,3,3,8,0.9975798497309512
19,3,3,9,0.9977257151901432
19,3,3,10,0.9985017694472357
19,3,3,11,0.9986241432461865
19,3,3,12,0.9988714193907577
19,3,3,13,0.9985967132866029
19,3,3,14,0.999136080854772
19,3,3,15,0.9989332456009901
19,3,3,16,0.9986780958507306
19,3,3,17,0.9975601984338848
19,3,3,18,0.9979668395310698
19,3,3,19,0.9965747547199556
19,3,3,20,0.9952671073779156
19,3,3,21,0.9951441425991594
19,3,3,22,0.9953419507763478
19,3,3,23,0.9961999767229965
19,3,3,24,0.9965170461368413
20,1,1,1,0.9971317304016781
20,1,1,2,0.9967433931025188
20,1,1,3,0.9962223065728348
20,1,1,4,0.9956075315446522
20,1,1,5,0.9953953291806946
20,1,1,6,0.9954213397833429
20,1,1,7,0.9968524142805619
20,1,1,8,0.997524586139846
20,1,1,9,0.9982164488605656
20,1,1,10,0.9989598736939903
20,1,1,11,0.9993062617955544
20,1,1,12,0.999294624610247
20,1,1,13,0.9992103708245679
20,1,1,14,0.9990128866034013
20,1,1,15,0.9987572007326929
20,1,1,16,0.9984427038098257
20,1,1,17,0.9976041177193213
20,1,1,18,0.9975758259643657
20,1,1,19,0.9978688424810733
20,1,1,20,0.9965016784658565
20,1,1,21,0.9959833099346228
20,1,1,22,0.9962273452241256
20,1,1,23,0.9966297406554381
20,1,1,24,0.9968949162705929
20,1,2,1,0.997815916971125
20,1,2,2,0.9979347149566737
20,1,2,3,0.9983621925621119
20,1,2,4,0.9984570297982397
20,1,2,5,0.9986879113343702
20,1,2,6,0.9991983399978396
20,1,2,7,0.9990044428860145
20,1,2,8,0.999128913244914
20,1,2,9,0.99915477873531
20,1,2,10,0.9992446823751532
20,1,2,11,0.9992036732997783
20,1,2,12,0.9990204894183847
20,1,2,13,0.9986924914315457
20,1,2,14,0.9982897038190072
20,1,2,15,0.9986413014510482
20,1,2,16,0.9987588279969919
20,1,2,17,0.9983931615108762
20,1,2,18,0.9983516138860995
20,1,2,19,0.9989459972473194
20,1,2,20,0.997062871202938
20,1,2,21,0.9967487826823092
20,1,2,22,0.9965942170137979
20,1,2,23,0.9970599914676516
20,1,2,24,0.9974376619186233
20,1,3,1,0.9955183150517278
20,1,3,2,0.9957643703877853
20,1,3,3,0.9966219307123139
20,1,3,4,0.9969130831571149
20,1,3,5,0.9975309326467738
20,1,3,6,0.9979251055222321
20,1,3,7,0.9971961656782165
20,1,3,8,0.997318736187986
20,1,3,9,0.9974814972382949
20,1,3,10,0.9976222539397728
20,1,3,11,0.9977870910220014
20,1,3,12,0.9981074413081746
20,1,3,13,0.9979459590791984
20,1,3,14,0.99771864033026
20,1,3,15,0.9978705552614836
20,1,3,16,0.997480673876553
20,1,3,17,0.9965640027730239
20,1,3,18,0.9965506453437556
20,1,3,19,0.9969258445262078
20,1,3,20,0.994695178590078
20,1,3,21,0.9945237942079311
20,1,3,22,0.9947315375841055
20,1,3,23,0.9956875075201918
20,1,3,24,0.9960447758552506
20,2,1,1,0.9971317304016781
20,2,1,2,0.9967433931025188
20,2,1,3,0.9962223065728348
20,2,1,4,0.9956075315446522
20,2,1,5,0.9953953291806946
20,2,1,6,0.9946555320218653
20,2,1,7,0.9972574220409329
20,2,1,8,0.9975236870334273
20,2,1,9,0.9982163464479105
20,2,1,10,0.9989598512898198
20,2,1,11,0.9993062630948977
20,2,1,12,0.9992946239518612
20,2,1,13,0.9992103739616229
20,2,1,14,0.9990128900207346
20,2,1,15,0.9990147561486425
20,2,1,16,0.9984426602290443
20,2,1,17,0.9976040212352831
20,2,1,18,0.9983603279403455
20,2,1,19,0.9978688424810733
20,2,1,20,0.9965016784658565
20,2,1,21,0.9959833099346228
20,2,1,22,0.9962273452241256
20,2,1,23,0.9966297406554381
20,2,1,24,0.9968949162705929
20,2,2,1,0.997815916971125
20,2,2,2,0.9979347149566737
20,2,2,3,0.9983621925621119
20,2,2,4,0.9984570297982397
20,2,2,5,0.9986879113343702
20,2,2,6,0.9984487081590745
20,2,2,7,0.9994183876522967
20,2,2,8,0.9991289489493299
20,2,2,9,0.9991547451931113
20,2,2,10,0.9992446384887165
20,2,2,11,0.9992036682309304
20,2,2,12,0.9990204865056035
20,2,2,13,0.9986924724554916
20,2,2,14,0.9982896673893386
20,2,2,15,0.9988988780638172
20,2,2,16,0.9987587996445348
20,2,2,17,0.9983931261712724
20,2,2,18,0.9991359072125972
20,2,2,19,0.9989459972473194
20,2,2,20,0.997062871202938
20,2,2,21,0.9967487826823092
20,2,2,22,0.9965942170137979
20,2,2,23,0.9970599914676516
20,2,2,24,0.9974376619186233
20,2,3,1,0.9955183150517278
20,2,3,2,0.9957643703877853
20,2,3,3,0.9966219307123139
20,2,3,4,0.9969130831571149
20,2,3,5,0.9975309326467738
20,2,3,6,0.9971702415771897
20,2,3,7,0.9976026600640036
20,2,3,8,0.9973177054355294
20,2,3,9,0.9974813441950833
20,2,3,10,0.9976223475975755
20,2,3,11,0.9977870212547534
20,2,3,12,0.9981074190554082
20,2,3,13,0.997945906987213
20,2,3,14,0.9977185699009614
20,2,3,15,0.9981283824353261
20,2,3,16,0.9974805996997931
20,2,3,17,0.9965638249914929
20,2,3,18,0.9973354019339628
20,2,3,19,0.9969258445262078
20,2,3,20,0.994695178590078
20,2,3,21,0.9945237942079311
20,2,3,22,0.9947315375841055
20,2,3,23,0.9956875075201918
20,2,3,24,0.9960447758552506
20,3,1,1,0.9971317304016781
20,3,1,2,0.9967433931025188
20,3,1,3,0.9962223065728348
20,3,1,4,0.9956075315446522
20,3,1,5,0.9953953291806946
20,3,1,6,0.9946555320218653
20,3,1,7,0.9966893522030382
20,3,1,8,0.9975224961924896
20,3,1,9,0.998216277657309
20,3,1,10,0.999750445676886
20,3,1,11,1.0000187320728564
20,3,1,12,0.9999693258080163
20,3,1,13,0.9997801100361092
20,3,1,14,1.0003976392984075
20,3,1,15,0.9997329199190861
20,3,1,16,0.9995353939443331
20,3,1,17,0.9984041789428196
20,3,1,18,0.9988188730598099
20,3,1,19,0.9971162740856971
20,3,1,20,0.9965016784658565
20,3,1,21,0.9959833099346228
20,3,1,22,0.9962273452241256
20,3,1,23,0.9966297406554381
20,3,1,24,0.9968949162705929
20,3,2,1,0.997815916971125
20,3,2,2,0.9979347149566737
20,3,2,3,0.9983621925621119
20,3,2,4,0.9984570297982397
20,3,2,5,0.9986879113343702
20,3,2,6,0.9984487081590745
20,3,2,7,0.9988570607035888
20,3,2,8,0.9991288924581083
20,3,2,9,0.9991547436892995
20,3,2,10,1.0000359156277578
20,3,2,11,0.9999161101353314
20,3,2,12,0.9996951482147712
20,3,2,13,0.9992601556974671
20,3,2,14,0.9996740204250849
20,3,2,15,0.9996170180405411
20,3,2,16,0.9998514379175137
20,3,2,17,0.9991978600292009
20,3,2,18,0.9995964565673882
20,3,2,19,0.9981971462924641
20,3,2,20,0.997062871202938
20,3,2,21,0.9967487826823092
20,3,2,22,0.9965942170137979
20,3,2,23,0.9970599914676516
20,3,2,24,0.9974376619186233
20,3,3,1,0.9955183150517278
20,3,3,2,0.9957643703877853
20,3,3,3,0.9966219307123139
20,3,3,4,0.9969130831571149
20,3,3,5,0.9975309326467738
20,3,3,6,0.9971702415771897
20,3,3,7,0.9970356821216512
20,3,3,8,0.997316359550209
20,3,3,9,0.9974812196501947
20,3,3,10,0.9984094978553539
20,3,3,11,0.9984986453831853
20,3,3,12,0.998781651017494
20,3,3,13,0.998510455792342
20,3,3,14,0.9991026237499712
20,3,3,15,0.9988461199500384
20,3,3,16,0.998573510664191
20,3,3,17,0.9973576806630606
20,3,3,18,0.9977912182202126
20,3,3,19,0.9961698906454802
20,3,3,20,0.994695178590078
20,3,3,21,0.9945237942079311
20,3,3,22,0.9947315375841055
20,3,3,23,0.9956875075201918
20,3,3,24,0.9960447758552506
21,1,1,1,0.996826694503774
21,1,1,2,0.9964010527642533
21,1,1,3,0.9958288843318158
